symbol,MACD_Bullish,RSI_Oversold_Reversal,Volume_Surge,sector,undervalued,ema_bullish,bb_squeeze,rs_vs_proxy,avg_dollar_vol,passes_liquidity,drop_rebound_5%_success_rate,drop_rebound_10%_success_rate,events_10,drop_rebound_15%_success_rate,drop_rebound_20%_success_rate,events_20,drop_rebound_25%_success_rate,drop_rebound_30%_success_rate,events_25,events_30,q_demand_date,q_demand_proximal,q_demand_distal,q_demand_width,q_demand_delta,q_demand_distance,q_demand_distance_pct,q_demand_near,q_supply_date,q_supply_proximal,q_supply_distal,q_supply_width,q_supply_delta,q_supply_distance,q_supply_distance_pct,q_supply_near,score,label
T,False,False,False,Unknown,False,True,False,False,5842772.83333,True,43.33,40.0,10,50.0,0.0,1,0.0,0.0,0,0,2022-12-31,15.72,12.35,3.370000000000001,12.589999999999998,12.589999999999998,80.08905852417301,False,,,,,,,,,1,⚠️ WEAK
TALO,True,False,False,Energy,True,True,False,False,143243.393855,False,72.88,72.34,47,70.97,88.24,17,81.82,66.67,11,3,2025-06-30,9.69,6.22,3.4699999999999998,0.5500000000000007,0.5500000000000007,5.675954592363269,False,2023-09-30,13.74,17.59,3.8499999999999996,-3.5,3.5,25.47307132459971,False,3,⚠️ WEAK
TBPH,False,False,False,Unknown,False,True,True,False,35051.685985000004,False,64.71,62.5,32,64.29,33.33,6,66.67,0.0,3,0,2023-03-31,11.22,9.25,1.9700000000000006,2.8499999999999996,2.8499999999999996,25.401069518716575,False,,,,,,,,,2,⚠️ WEAK
TBRG,False,False,False,Unknown,False,True,False,False,11340.178660000001,False,59.26,62.5,40,60.0,58.82,17,62.5,60.0,8,5,2024-03-31,11.27,7.55,3.7199999999999998,9.219999999999999,9.219999999999999,81.810115350488,False,2022-12-31,27.22,32.91,5.689999999999998,-6.73,6.73,24.724467303453345,False,1,⚠️ WEAK
TCMD,False,False,False,Unknown,False,True,True,False,13697.894334999999,False,77.36,60.0,30,63.16,60.0,15,76.92,75.0,13,8,2025-06-30,13.13,8.6,4.530000000000001,0.6499999999999986,0.6499999999999986,4.95049504950494,False,2023-09-30,14.05,26.11,12.059999999999999,-0.27000000000000135,0.27000000000000135,1.9217081850533904,True,2,⚠️ WEAK
TDC,True,False,False,Unknown,True,True,False,False,92416.41232,False,56.36,48.28,29,36.84,42.86,14,50.0,0.0,4,2,,,,,,,,,2024-03-31,38.67,49.44,10.769999999999996,-16.48,16.48,42.6170157745022,False,3,⚠️ WEAK
TEL,False,False,False,Industrials,False,True,False,False,1448149.55042,False,39.47,22.22,9,33.33,100.0,1,0.0,0.0,0,0,2025-06-30,168.07,115.38,52.69,48.97,48.97,29.13666924495746,False,,,,,,,,,1,⚠️ WEAK
TENB,False,False,False,Unknown,True,True,True,False,192734.600095,False,66.1,55.26,38,58.82,85.71,7,100.0,0.0,1,0,,,,,,,,,2025-03-31,34.98,45.45,10.470000000000006,-5.319999999999997,5.319999999999997,15.208690680388786,False,3,⚠️ WEAK
THFF,False,False,False,Banks,False,True,False,False,10544.181134999999,False,52.0,54.55,22,50.0,0.0,2,0.0,0.0,0,0,2025-06-30,53.68,41.65,12.030000000000001,4.130000000000003,4.130000000000003,7.693740685543969,False,,,,,,,,,1,⚠️ WEAK
TIGO,False,False,False,Communications,False,True,False,False,303733.98078,False,64.44,66.67,18,71.43,0.0,0,0.0,0.0,0,0,2023-12-31,16.49,13.25,3.2399999999999984,31.74,31.74,192.48029108550637,False,,,,,,,,,1,⚠️ WEAK
TK,False,False,False,Unknown,False,True,True,False,24863.881105,False,67.92,56.25,32,50.0,60.0,5,0.0,0.0,0,0,2025-06-30,7.2536,4.9676,2.2859999999999996,1.216400000000001,1.216400000000001,16.76960405867433,False,,,,,,,,,2,⚠️ WEAK
TMUS,False,False,False,Communications,False,True,False,False,4530036.949785,True,37.93,33.33,9,50.0,0.0,0,0.0,0.0,0,0,2023-06-30,140.77,121.27,19.500000000000014,96.69999999999999,96.69999999999999,68.69361369610002,False,,,,,,,,,1,⚠️ WEAK
TNC,False,False,True,Unknown,False,True,True,False,29958.91081,False,38.64,36.36,22,28.57,100.0,2,0.0,0.0,0,0,2025-06-30,79.03,66.82,12.210000000000008,1.539999999999992,1.539999999999992,1.9486271036315221,True,2024-06-30,96.76,121.65,24.89,-16.190000000000012,16.190000000000012,16.73212071103763,False,3,⚠️ WEAK
TNK,False,False,False,Unknown,False,True,True,False,183095.81589499998,False,63.27,72.22,36,69.57,40.0,10,33.33,0.0,3,2,2025-06-30,41.49,32.28,9.21,10.879999999999995,10.879999999999995,26.223186309954194,False,2024-06-30,54.05,70.62,16.570000000000007,-1.6799999999999997,1.6799999999999997,3.108233117483811,False,2,⚠️ WEAK
TOL,False,True,False,Unknown,False,True,False,False,1222048.6473499998,False,54.76,55.56,18,54.55,40.0,5,50.0,0.0,4,0,2025-06-30,113.9,86.26,27.64,23.319999999999993,23.319999999999993,20.474100087796305,False,,,,,,,,,2,⚠️ WEAK
TRV,False,False,False,Unknown,False,True,True,False,955103.393265,False,44.12,50.0,6,0.0,0.0,0,0.0,0.0,0,0,2023-12-31,184.81,151.81,33.0,92.94999999999999,92.94999999999999,50.294897462258525,False,,,,,,,,,2,⚠️ WEAK
TSBK,False,False,False,Banks,False,True,True,False,5509.678890000001,False,51.92,40.91,22,25.0,0.0,4,0.0,0.0,1,0,2025-03-31,29.79,26.89,2.8999999999999986,4.410000000000004,4.410000000000004,14.803625377643517,False,,,,,,,,,2,⚠️ WEAK
TTC,False,True,False,Unknown,True,True,False,False,303307.65159,False,41.51,33.33,24,62.5,40.0,5,0.0,0.0,0,0,2025-06-30,72.21,62.0,10.209999999999994,4.180000000000007,4.180000000000007,5.788671929095703,False,2024-09-30,85.4,98.97,13.569999999999993,-9.010000000000005,9.010000000000005,10.550351288056211,False,3,⚠️ WEAK
UNTY,False,False,False,Unknown,False,True,False,False,4932.235415000001,False,48.98,54.17,24,50.0,0.0,1,0.0,0.0,0,0,2025-06-30,46.95,36.43,10.520000000000003,3.039999999999999,3.039999999999999,6.474973375931841,False,,,,,,,,,1,⚠️ WEAK
USCB,False,False,False,Unknown,False,True,False,False,2128.08521,False,51.85,51.85,27,63.64,25.0,4,0.0,0.0,1,1,2024-06-30,12.54,9.98,2.5599999999999987,4.960000000000001,4.960000000000001,39.553429027113246,False,,,,,,,,,1,⚠️ WEAK
UTMD,False,False,False,Unknown,True,True,True,False,1464.4804399999998,False,42.59,42.86,21,0.0,0.0,0,0.0,0.0,0,0,2025-06-30,56.64,50.73,5.910000000000004,6.170000000000002,6.170000000000002,10.893361581920907,False,2024-09-30,64.98,75.42,10.439999999999998,-2.1700000000000017,2.1700000000000017,3.339489073561098,False,3,⚠️ WEAK
UVE,True,False,False,Unknown,False,True,False,False,15051.38374,False,55.32,47.83,23,53.85,83.33,6,100.0,0.0,2,0,2024-12-31,21.39,15.96,5.43,4.719999999999999,4.719999999999999,22.066386161757826,False,,,,,,,,,2,⚠️ WEAK
VALU,True,False,False,Unknown,False,True,True,False,1154.849985,False,67.74,68.29,41,75.86,69.23,13,62.5,80.0,8,5,,,,,,,,,2022-12-31,41.24,73.56,32.32,-2.240000000000002,2.240000000000002,5.431619786614942,False,3,⚠️ WEAK
VICI,False,False,False,REITETF,False,True,False,False,1505627.0157249998,False,21.62,42.86,7,0.0,0.0,0,0.0,0.0,0,0,2025-03-31,31.74,26.86,4.879999999999999,0.7300000000000004,0.7300000000000004,2.2999369880277265,True,,,,,,,,,1,⚠️ WEAK
VNDA,True,False,True,Unknown,False,True,False,False,13628.288414999999,False,72.31,66.67,54,68.42,61.11,18,70.0,57.14,10,7,2025-06-30,4.72,3.8,0.9199999999999999,0.3799999999999999,0.3799999999999999,8.050847457627116,False,2022-12-31,7.39,11.05,3.660000000000001,-2.29,2.29,30.987821380243574,False,3,⚠️ WEAK
VNT,False,False,False,Unknown,False,True,False,False,144469.06262,False,40.54,43.75,16,50.0,50.0,6,100.0,100.0,1,1,2024-09-30,38.34,31.14,7.200000000000003,3.819999999999993,3.819999999999993,9.963484611371918,False,,,,,,,,,1,⚠️ WEAK
VZ,False,False,False,Unknown,False,True,True,False,4994239.378785,True,37.21,50.0,10,0.0,0.0,0,0.0,0.0,0,0,2023-12-31,33.64,26.88,6.760000000000002,9.969999999999999,9.969999999999999,29.63733650416171,False,,,,,,,,,2,⚠️ WEAK
WAB,True,False,False,Unknown,False,True,False,False,963971.40621,False,40.74,37.5,16,33.33,100.0,1,0.0,0.0,0,0,2023-12-31,125.79,97.69,28.10000000000001,70.87999999999998,70.87999999999998,56.34788138961759,False,,,,,,,,,2,⚠️ WEAK
WAY,False,True,False,HealthcareProviders,False,True,False,False,754857.775055,False,53.33,71.43,7,50.0,100.0,2,0.0,0.0,0,0,2024-09-30,27.89,20.26,7.629999999999999,9.670000000000002,9.670000000000002,34.67192542129796,False,,,,,,,,,2,⚠️ WEAK
WCC,False,False,False,Unknown,False,True,True,False,642924.734585,False,66.67,64.86,37,74.07,90.0,10,100.0,100.0,4,2,2025-06-30,184.82,124.62,60.19999999999999,28.960000000000008,28.960000000000008,15.669299859322589,False,,,,,,,,,2,⚠️ WEAK
WEYS,True,False,False,ConsumerDiscretionary,False,True,True,False,1593.839215,False,69.39,77.27,22,85.71,66.67,3,100.0,0.0,1,0,2024-06-30,28.79,24.41,4.379999999999999,1.4400000000000013,1.4400000000000013,5.001736714136857,False,2024-12-31,31.22,37.67,6.450000000000003,-0.9899999999999984,0.9899999999999984,3.1710442024343317,False,3,⚠️ WEAK
WRLD,True,False,False,Unknown,False,True,False,False,14678.544215000002,False,77.42,73.17,41,69.57,82.35,17,77.78,100.0,9,3,2025-06-30,165.12,104.99,60.13000000000001,19.310000000000002,19.310000000000002,11.694525193798452,False,,,,,,,,,2,⚠️ WEAK
WSBF,False,False,False,Unknown,False,True,False,False,5770.09381,False,46.94,40.0,25,42.86,60.0,5,0.0,0.0,0,0,2025-06-30,13.66,11.49,2.17,2.1899999999999995,2.1899999999999995,16.032210834553435,False,,,,,,,,,1,⚠️ WEAK
WTS,False,False,False,Unknown,False,True,False,False,119423.287825,False,52.5,50.0,16,66.67,0.0,0,0.0,0.0,0,0,2025-06-30,245.44,176.88,68.56,32.97000000000003,32.97000000000003,13.433018252933518,False,,,,,,,,,1,⚠️ WEAK
XPRO,False,False,False,Unknown,True,True,False,False,73240.619475,False,75.44,67.44,43,68.57,64.0,25,53.33,62.5,15,8,2025-06-30,9.88,6.695,3.1850000000000005,2.7799999999999994,2.7799999999999994,28.13765182186234,False,2024-09-30,17.17,24.5,7.329999999999998,-4.510000000000002,4.510000000000002,26.266744321490982,False,2,⚠️ WEAK
XRAY,False,True,False,Unknown,True,True,False,False,266027.883975,False,45.28,34.29,35,36.84,45.45,11,80.0,100.0,5,2,,,,,,,,,2024-03-31,31.44,35.44,3.9999999999999964,-18.94,18.94,60.24173027989822,False,3,⚠️ WEAK
ZM,False,False,False,Unknown,False,True,True,False,1262935.26897,False,55.17,46.88,32,56.25,80.0,5,100.0,0.0,1,0,2025-06-30,77.98,64.41,13.570000000000007,6.530000000000001,6.530000000000001,8.373942036419596,False,,,,,,,,,2,⚠️ WEAK
AMD,True,False,False,AIStock,False,True,True,False,49446503.114185,True,73.77,61.36,44,60.71,50.0,14,75.0,100.0,8,3,2023-12-31,147.41,93.11,54.3,12.050000000000011,12.050000000000011,8.17447934332814,False,2024-09-30,161.37,187.28,25.909999999999997,-1.9099999999999966,1.9099999999999966,1.1836152940447398,True,3,⚠️ WEAK
GOOGL,False,False,False,AIStock,False,True,False,False,50921666.362985,True,67.57,55.0,20,40.0,33.33,3,0.0,0.0,1,0,2024-09-30,182.11,146.56,35.55000000000001,64.42999999999998,64.42999999999998,35.37971555653176,False,,,,,,,,,1,⚠️ WEAK
AAPL,True,False,False,AIStock,False,True,False,False,83749922.227715,True,58.54,55.56,18,60.0,100.0,1,100.0,100.0,1,1,2025-06-30,219.22,168.8,50.41999999999999,36.24000000000001,36.24000000000001,16.531338381534535,False,,,,,,,,,2,⚠️ WEAK
META,False,False,False,AIStock,False,True,False,False,34545625.405455,True,71.43,83.33,18,75.0,100.0,5,100.0,100.0,3,1,2025-06-30,737.59,479.11,258.48,6.159999999999968,6.159999999999968,0.835152320394795,True,,,,,,,,,1,⚠️ WEAK
AMZN,False,True,False,AIStock,False,True,False,False,58295141.71053,True,62.5,65.0,20,69.23,60.0,5,66.67,0.0,3,0,2025-06-30,219.39,161.38,58.00999999999999,0.3900000000000148,0.3900000000000148,0.1777656228634007,True,,,,,,,,,2,⚠️ WEAK
TSLA,True,False,False,AIStock,False,True,False,True,250928503.4756,True,76.27,78.85,52,79.49,66.67,27,75.0,70.0,16,10,2025-06-30,317.66,214.25,103.41000000000003,122.73999999999995,122.73999999999995,38.63879619719195,False,,,,,,,,,4,⚠️ WEAK
AI,False,False,False,AIStock,True,True,False,False,1262203.758495,False,78.46,76.79,56,76.6,69.44,36,75.86,73.68,29,19,2022-12-31,12.6,10.16,2.4399999999999995,4.540000000000001,4.540000000000001,36.031746031746046,False,2024-12-31,24.2,45.08,20.88,-7.059999999999999,7.059999999999999,29.17355371900826,False,3,⚠️ WEAK
PLTR,False,False,False,AIStock,False,True,False,False,71084533.956765,True,84.21,79.49,39,78.12,76.47,17,90.91,100.0,11,5,2022-12-31,8.145,5.92,2.2249999999999996,169.42499999999998,169.42499999999998,2080.110497237569,False,,,,,,,,,1,⚠️ WEAK
SNOW,False,False,False,AIStock,False,True,True,False,7058085.193275,True,74.14,79.17,48,62.5,72.73,22,75.0,60.0,8,5,2025-06-30,223.77,120.1,103.67000000000002,0.8699999999999761,0.8699999999999761,0.3887920632792493,True,,,,,,,,,2,⚠️ WEAK
PATH,False,False,False,AIStock,True,True,False,False,1289612.15419,False,78.69,77.08,48,72.22,73.33,15,83.33,80.0,6,5,,,,,,,,,2024-12-31,12.71,15.93,3.219999999999999,-0.5,0.5,3.9339103068450036,False,2,⚠️ WEAK
CRWV,False,False,False,AIStock,False,True,False,False,26446876.09494,True,80.0,80.0,5,80.0,80.0,5,100.0,100.0,5,5,,,,,,,,,,,,,,,,,1,⚠️ WEAK
ROBO,False,False,False,AIETF,False,True,False,False,29381.27951,False,27.59,35.71,14,50.0,100.0,1,100.0,0.0,1,0,2025-06-30,59.78,43.17,16.61,5.489999999999995,5.489999999999995,9.183673469387745,False,,,,,,,,,1,⚠️ WEAK
BOTZ,False,False,False,AIETF,False,True,False,False,163322.12423500002,False,46.67,42.86,14,66.67,0.0,1,100.0,0.0,1,0,2025-06-30,32.65,23.75,8.899999999999999,2.200000000000003,2.200000000000003,6.738131699846869,False,,,,,,,,,1,⚠️ WEAK
THNQ,False,False,False,AIETF,False,True,False,False,12750.9814,False,61.11,64.29,14,60.0,0.0,1,100.0,0.0,1,0,2025-06-30,55.0,37.03,17.97,8.899999999999999,8.899999999999999,16.18181818181818,False,,,,,,,,,1,⚠️ WEAK
CRWD,True,False,False,CyberSecurityStock,False,True,False,False,7004438.525715001,True,83.33,75.0,32,70.59,72.73,11,70.0,66.67,10,9,2024-09-30,385.28,200.81,184.46999999999997,96.14000000000004,96.14000000000004,24.953280730897024,False,,,,,,,,,2,⚠️ WEAK
ZS,True,False,False,CyberSecurityStock,False,True,False,False,2460793.866255,False,71.7,75.0,40,78.26,64.29,14,81.82,50.0,11,4,2024-09-30,193.0,153.45,39.55000000000001,101.64999999999998,101.64999999999998,52.668393782383404,False,,,,,,,,,2,⚠️ WEAK
S,False,False,False,CyberSecurityStock,False,True,True,False,903502.5481799999,False,79.69,77.55,49,72.73,76.19,21,78.57,87.5,14,8,2023-06-30,16.11,12.43,3.6799999999999997,2.039999999999999,2.039999999999999,12.662942271880814,False,2024-12-31,22.2,29.29,7.09,-4.050000000000001,4.050000000000001,18.243243243243246,False,2,⚠️ WEAK
PANW,False,False,False,CyberSecurityStock,False,True,True,False,5465096.4943,True,66.0,66.67,27,62.5,57.14,7,60.0,100.0,5,1,2023-03-31,99.87,66.11,33.760000000000005,102.5,102.5,102.63342345048562,False,,,,,,,,,2,⚠️ WEAK
CHKP,True,False,False,CyberSecurityStock,False,True,False,False,612880.0300899999,False,33.33,38.46,13,40.0,50.0,2,0.0,0.0,0,0,2024-06-30,165.0,145.75,19.25,39.650000000000006,39.650000000000006,24.03030303030303,False,,,,,,,,,2,⚠️ WEAK
CYBR,False,False,False,CyberSecurityStock,False,True,True,False,1267176.566015,False,64.44,70.0,20,70.0,80.0,5,100.0,0.0,2,0,2025-06-30,406.88,288.63,118.25,73.57,73.57,18.08149823043649,False,,,,,,,,,2,⚠️ WEAK
CIBR,False,False,False,CyberSecurityETF,False,True,False,False,423061.9741950001,False,37.14,57.14,7,100.0,100.0,1,0.0,0.0,0,0,2025-06-30,75.58,54.95,20.629999999999995,0.23000000000000398,0.23000000000000398,0.30431331039958187,True,,,,,,,,,1,⚠️ WEAK
EA,True,False,True,GamingStock,False,True,False,False,2751127.66919,False,29.41,16.67,12,40.0,100.0,2,100.0,100.0,1,1,2025-03-31,146.8,114.77,32.030000000000015,46.54999999999998,46.54999999999998,31.70980926430516,False,,,,,,,,,3,⚠️ WEAK
TTWO,False,False,True,GamingStock,False,True,True,False,1514556.7486299998,False,59.09,64.29,14,83.33,100.0,3,100.0,0.0,1,0,2023-12-31,160.95,130.34,30.609999999999985,95.17000000000002,95.17000000000002,59.13016464740603,False,,,,,,,,,3,⚠️ WEAK
RBLX,False,False,False,GamingStock,False,True,True,False,4862521.603850001,True,79.25,75.0,40,80.77,78.57,14,80.0,66.67,10,6,2025-06-30,105.2,50.1,55.1,29.86,29.86,28.38403041825095,False,,,,,,,,,2,⚠️ WEAK
